ID	IconPosition	Text	Size	Color	Icon	TextPosition
1	"324,254"	Binh Khí	12	yellow	yellowpoint.spr	"320,242"
2	"360,278"	Phòng Cụ	12	yellow	yellowpoint.spr	"360,266"
3	"384,289"	Trang Sức	12	yellow	yellowpoint.spr	"386,277"
4	"438,210"	Thuốc	12	yellow	yellowpoint.spr	"438,198"
5	"472,218"	Tạp Hóa	12	yellow	yellowpoint.spr	"472,206"
6	"559,234"	Tửu Lầu	12	yellow	yellowpoint.spr	"559,222"
7	"400,215"	Gỗ	12	yellow	yellowpoint.spr	"400,203"
8	"345,234"	Da	12	yellow	yellowpoint.spr	"345,222"
9	"507,295"	Dã Luyện Đại Sư	12	yellow	yellowpoint.spr	"496,283"
10	"494,248"	Bao Vạn Đồng	12	yellow	yellowpoint.spr	"494,236"
11	"239,239"	Diệp Chỉ Lâm	12	yellow	yellowpoint.spr	"239,227"
12	"404,312"	Công Bình Tử	12	yellow	yellowpoint.spr	"404,300"
13	"612,224"	Lễ Quan	12	yellow	yellowpoint.spr	"612,212"
14	"674,159"	Thủ Khố	12	yellow	yellowpoint.spr	"674,147"
15	"624,143"	Xa Phu	12	yellow	yellowpoint.spr	"624,131"
16	"286,218"	Thủ Khố	12	yellow	yellowpoint.spr	"296,206"
17	"253,203"	Xa Phu	12	yellow	yellowpoint.spr	"253,191"
18	"284,311"	Thủ Khố	12	yellow	yellowpoint.spr	"283,299"
19	"306,330"	Xa Phu	12	yellow	yellowpoint.spr	"306,318"
20	"616,306"	Thủ Khố	12	yellow	yellowpoint.spr	"631,294"
21	"594,318"	Xa Phu	12	yellow	yellowpoint.spr	"592,306"
22	"257,466"	Đại Lý Đoàn Thị	12	yellow	icon_southeast.spr	"257,452"
23	"754,76"	Nhĩ Hải Ma Nham [cấp 55]	12	yellow	icon_northeast.spr	"754,62"
24	"122,122"	Điểm Thương Sơn [cấp 65]	12	yellow	icon_west.spr	"122,108"
25	"747,443"	Thạch Cổ Trấn	12	yellow	icon_southeast.spr	"747,429"
26	"704,178"	Bán Ngựa	12	yellow	yellowpoint.spr	"704,166"
27	"582,185"	Chiêu Mộ Sứ (Kim)	12	yellow	yellowpoint.spr	"582,173"
28	"687,231"	Chiêu Mộ Sứ (Tống)	12	yellow	yellowpoint.spr	"687,219"
29	"799,244"	Đặc Sứ Võ Lâm Minh Chủ	12	yellow	yellowpoint.spr	"799,232"
30	"506,196"	Hộ Vệ Bạch Hổ Đường	12	yellow	yellowpoint.spr	"506,184"
31	"528,300"	Tiền Trang	12	yellow	yellowpoint.spr	"536,288"
32	"425,132"	Vân Du Tăng Nhân	12	yellow	yellowpoint.spr	"425,120"
33	"698,278"	Tiếp Dẫn Ải Gia Tộc	12	yellow	yellowpoint.spr	"698,266"
34	"432,248"	Thương Nhân Đặc Sản	13	yellow	yellowpoint.spr	"432,236"
35	"366,362"	Chủ Thương Hội	13	yellow	yellowpoint.spr	"366,350"
36	"516,112"	Sứ Giả Thịnh Hạ	13	yellow	yellowpoint.spr	"516,100"
37	"732,248"	Bổ Đầu Hình Bộ	13	yellow	yellowpoint.spr	"732,236"
38	"252,285"	Quan Liên Đấu (sơ)	13	yellow	yellowpoint.spr	"252,273"
39	"848,286"	Quan Liên Đấu (cao)	13	yellow	yellowpoint.spr	"848,274"
40	"399,259"	Giao dịch đồng	13	yellow	yellowpoint.spr	"393,247"
41	"398,378"	Phát Mãi Sư	13	yellow	yellowpoint.spr	"398,366"
42	"398,378"	Phát Mãi Sư	13	yellow	yellowpoint.spr	"398,366"
43	"219,310"	Quan Lãnh Thổ	12	yellow	yellowpoint.spr	"206,298"
44	"892,306"	Bang hội liên minh sứ	12	yellow	yellowpoint.spr	"892,294"
45	"0,0"	Ông già Noel	13	yellow	yellowpoint.spr	"0,0"
46	"183,275"	Tướng Viễn Chinh Thiết Phù	13	yellow	yellowpoint.spr	"183,259"
54	"384,355"	Công Thành Quan	13	yellow	yellowpoint.spr	"404,335"
