ID	IconPosition	Text	Size	Color	Icon	TextPosition
1	"431,188"	Binh Khí	12	yellow	yellowpoint.spr	"431,176"
2	"470,199"	Phòng Cụ	12	yellow	yellowpoint.spr	"468,190"
3	"482,178"	Trang Sức	12	yellow	yellowpoint.spr	"480,166"
4	"502,189"	Thuốc	12	yellow	yellowpoint.spr	"506,179"
5	"536,204"	Tạp Hóa	12	yellow	yellowpoint.spr	"536,192"
6	"554,229"	Tửu Lầu	12	yellow	yellowpoint.spr	"554,217"
7	"376,195"	Gỗ	12	yellow	yellowpoint.spr	"376,183"
8	"536,258"	Da	12	yellow	yellowpoint.spr	"536,246"
9	"290,195"	Dã Luyện Đại Sư	12	yellow	yellowpoint.spr	"290,183"
10	"496,223"	Bao Vạn Đồng	12	yellow	yellowpoint.spr	"496,211"
11	"540,70"	Diệp Chỉ Lâm	12	yellow	yellowpoint.spr	"540,58"
12	"404,251"	Công Bình Tử	12	yellow	yellowpoint.spr	"404,239"
13	"669,196"	Lễ Quan	12	yellow	yellowpoint.spr	"669,184"
14	"546,163"	Thủ Khố	12	yellow	yellowpoint.spr	"546,151"
15	"581,145"	Xa Phu	12	yellow	yellowpoint.spr	"581,133"
16	"311,157"	Thủ Khố	12	yellow	yellowpoint.spr	"305,145"
17	"349,141"	Xa Phu	12	yellow	yellowpoint.spr	"349,129"
18	"286,304"	Thủ Khố	12	yellow	yellowpoint.spr	"294,292"
19	"242,302"	Xa Phu	12	yellow	yellowpoint.spr	"242,290"
20	"555,378"	Thủ Khố	12	yellow	yellowpoint.spr	"555,366"
21	"605,354"	Xa Phu	12	yellow	yellowpoint.spr	"605,342"
22	"411,337"	Đỗ Phúc Khang	12	yellow	yellowpoint.spr	"411,325"
23	"193,369"	Cái Bang	12	yellow	icon_southwest.spr	"195,355"
24	"637,76"	Thục Cương Sơn [cấp 75]	12	yellow	icon_northwest.spr	"637,62"
25	"246,108"	Đạo Hương Thôn	12	yellow	icon_northwest.spr	"246,94"
26	"690,420"	Hàn Sơn Cổ Sát [cấp 55]	12	yellow	icon_east.spr	"690,406"
27	"655,333"	Bán Ngựa	12	yellow	yellowpoint.spr	"655,321"
28	"409,129"	Chiêu Mộ Sứ (Kim)	12	yellow	yellowpoint.spr	"409,117"
29	"323,323"	Chiêu Mộ Sứ (Tống)	12	yellow	yellowpoint.spr	"327,311"
30	"458,396"	Đặc Sứ Võ Lâm Minh Chủ	12	yellow	yellowpoint.spr	"458,384"
31	"433,230"	Tiền Trang	12	yellow	yellowpoint.spr	"433,218"
32	"842,132"	Vân Du Tăng Nhân	12	yellow	yellowpoint.spr	"842,120"
33	"222,238"	Hộ Vệ Bạch Hổ Đường	12	yellow	yellowpoint.spr	"222,226"
34	"645,276"	Tiếp Dẫn Ải Gia Tộc	12	yellow	yellowpoint.spr	"645,264"
35	"407,306"	Thương Nhân Đặc Sản	13	yellow	yellowpoint.spr	"407,294"
36	"481,350"	Chủ Thương Hội	13	yellow	yellowpoint.spr	"481,338"
37	"722,202"	Sứ Giả Thịnh Hạ	13	yellow	yellowpoint.spr	"742,190"
38	"626,182"	Bổ Đầu Hình Bộ	13	yellow	yellowpoint.spr	"626,170"
39	"498,138"	Quan Liên Đấu (sơ)	13	yellow	yellowpoint.spr	"498,126"
40	"570,342"	Quan Liên Đấu (cao)	13	yellow	yellowpoint.spr	"570,330"
41	"472,260"	Giao dịch đồng	13	yellow	yellowpoint.spr	"472,248"
42	"354,368"	Phát Mãi Sư	13	yellow	yellowpoint.spr	"354,356"
43	"354,368"	Phát Mãi Sư	13	yellow	yellowpoint.spr	"354,356"
44	"330,290"	Quan Lãnh Thổ	12	yellow	yellowpoint.spr	"330,278"
45	"457,296"	Bang hội liên minh sứ	12	yellow	yellowpoint.spr	"457,284"
46	"0,0"	Ông già Noel	12	yellow	yellowpoint.spr	"0,0"
47	"782,178"	Tướng Viễn Chinh Thiết Phù	12	yellow	yellowpoint.spr	"782,162"
47	"543,130"	Công Thành Quan	12	yellow	yellowpoint.spr	"585,115"
